CORPORATE_IDENTIFICATION_NUMBER,Company_Name,Company_status,Company_class,Company_Category,Company_sub_category,DATE_OF_REGISTRATION,REGISTERED_STATE,AUTHORIZED_CAP,PAIDUP_CAPITAL,Industrial_Class,PRINCIPAL_BUSINESS_ACTIVITY_AS_PER_CIN,Registered_Office_Address,REGISTRAR_OF_COMPANIES,EMAIL_ADDR,Latest_Year_AR,Latest_Year_BS,,,
U74999MN2018NPL013645,PLACEMAKING FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,22-03-18,Manipur,1000000,100000,74999,Other business activities,"Singjamei Thongam Leikai Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,caprashantrajesh@gmail.com,31-03-20,31-03-20,,,
U74999MN2018NPL013715,SANAHANBI FOUNDATION,Active,Private,Company limited by Shares,Non-govt company,19-07-18,Manipur,100000,100000,74999,Other business activities,"Thoubal, Ningombam, Mamang, leikai, Thoubal Sub- Division THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,pcsvaibhavgarg@gmail.com,NA,NA,,,
U74999MN2018OPC013684,SANAMAHI AGRO FOODS (OPC) PRIVATELIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,07-06-18,Manipur,100000,100000,74999,Other business activities,"SAWOMBUNG BLOCK, OPPOSITE SAWOMBUNG SUB-DIVISION IMPHAL EAST , East Imphal Unclassified MN 795010",RoC-Shillong,luwangagroindustries@gmail.com,NA,NA,,,
U74999MN2018OPC013686,KANAMJEM NETWORK (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,11-06-18,Manipur,50000,50000,74999,Other business activities,"B. Aijalon, Bijang Churachandpur CHURACHANDPUR , Churachandpur Unclassified MN 795128",RoC-Shillong,h.haokipssb@gmail.com,31-03-20,31-03-20,,,
U74999MN2018OPC013696,BOK XPRESS (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,20-06-18,Manipur,100000,100000,74999,Other business activities,"C/O Th.Ningthem Singh,Bashikhong Bazar Near Water Reservior IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,thokchomkirankumar94@gmail.com,NA,NA,,,
U74999MN2018OPC013757,SINTHA ENTERPRISES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,24-10-18,Manipur,100000,100000,74999,Other business activities,"IED- III (87) 4- D- 13/7 Chingamathak Nameirakpam Leikai PO PS IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,tongbram02@gmail.com,31-03-20,31-03-20,,,
U74999MN2018OPC013779,DIMARKUS VENTURES (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,13-12-18,Manipur,100000,100000,74999,Other business activities,"C/O Dr R.K Rajbihari,IED -III 4-EA-10/11 385/357, Village No.26 Wangkheirakpam LEIKAI, IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,dimarkus.info@gmail.com,31-03-19,31-03-20,,,
U74999MN2018PTC013620,KHABA ENTERPRISE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-01-18,Manipur,100000,100000,74999,Other business activities,"KHA IMPHAL KEISHAM LEIKAI IMPHAL WEST , West Imphal Unclassified MN 795001",RoC-Shillong,st.khaba@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013621,CHINGSUBAM IT AND MANUFACTURING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-01-18,Manipur,1000000,500000,74999,Other business activities,"2407 THANGMEIBAND YUMNAM LEIKAI IMPHAL , West Imphal Unclassified MN 795004",RoC-Shillong,hellochingsubam@gmail.com,NA,NA,,,
U74999MN2018PTC013624,ORCALO FOOD AND AGRO PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-01-18,Manipur,1000000,1000000,74999,Other business activities,"3895 SAGOLBAND KWAKEITHEL BAZAR IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,thbide0@gmail.com,NA,NA,,,
U74999MN2018PTC013630,FITZROY SALAI VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-02-18,Manipur,5000000,1000000,74999,Other business activities,"SAGOLBAND, TERA LOUKRAKPAM LAIKAI IMPHAL West Imphal MN 795001 IN WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,roc@taxamicus.com,NA,NA,,,
U74999MN2018PTC013633,LEIBAK INFORMATION TECHNOLOGY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,27-02-18,Manipur,100000,100000,74999,Other business activities,"IED-IV UPS/UR/144 Khurai Sajor Leikai East Imphal , East Imphal Unclassified MN 795010",RoC-Shillong,lenin.nkl@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013634,BSTB IMPHAL PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-03-18,Manipur,100000,75000,74999,Other business activities,"BASHIKHONG KITANA PANUNG NEAR BASHIKHONG BAZAR IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,OKRAMTOLEN@GMAIL.COM,NA,NA,,,
U74999MN2018PTC013638,BOBOI AND BOYAI ENTERPRISES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,14-03-18,Manipur,1000000,1000000,74999,Other business activities,"C/o Thokchom Suresh Singh Kwakeithel Thokchom Leikai IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,suresh.thokchom@gmail.com,NA,NA,,,
U74999MN2018PTC013642,MIPAX REAL ESTATE CONSULTANT PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,19-03-18,Manipur,1000000,1000000,74999,Other business activities,"SANGAIPROU OPPOSITE FCS GODOWN GATE OPPOSITE IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,RICKESKH@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2018PTC013644,VARCAL AGROTECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,22-03-18,Manipur,500000,500000,74999,Other business activities,"C/o Calvin Shadokpam Wangkhei Lourembam Leirak, POROMPAT , East Imphal Unclassified MN 795005",RoC-Shillong,pcsvaibhavgarg@gmaiil.com,NA,NA,,,
U74999MN2018PTC013646,WELHUEX INDIA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-03-18,Manipur,100000,100000,74999,Other business activities,"336, 9-L-94, THANGAL BAZAR, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,khnepolean@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013647,FIBERFI TECH PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,26-03-18,Manipur,500000,500000,74999,Other business activities,"11883, 15-B-6 MOIRANG NINGTHOU LEIRAK WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,danielmong.17@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013650,VARCAL AGROFOODS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-04-18,Manipur,500000,500000,74999,Other business activities,"C/o Calvin Shadokpam Wangkhei Lourembam Leirak, POROMPAT , East Imphal Unclassified MN 795005",RoC-Shillong,pcsvaibhavgarg@gmaiil.com,NA,NA,,,
U74999MN2018PTC013653,NECATEL SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,06-04-18,Manipur,3000000,500000,74999,Other business activities,"C/O TIKENDRA SINGH NUNGLEPPAM URIPOK BACHASPATI LEIKAI, LAMPHEL IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,tikenbiomed@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013656,TECAFE SALAI VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,10-04-18,Manipur,5000000,1000000,74999,Other business activities,"C/O NARENGBAM SAMARJIT SINGH, SAGOLBAND TERA LOUKRAKPAM, LEIKAI, WEST IMPHAL IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,roc@taxamicus.com,NA,NA,,,
U74999MN2018PTC013661,KOKTAI PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,20-04-18,Manipur,500000,100000,74999,Other business activities,"58, LANTHUNGCHING LANGOL IMPHAL IMPHAL , East Imphal Unclassified MN 795004",RoC-Shillong,mca21.mis@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013662,PUNSHIUKAL CONSULTANCY PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,24-04-18,Manipur,100000,10000,74999,Other business activities,"Uripok Tourangbam Colony,Ward No. 4, House No. 54, Uripok Road IMPHAL WEST- 1 , West Imphal Unclassified MN 795001",RoC-Shillong,thangjam_rk@yahoo.com,NA,NA,,,
U74999MN2018PTC013663,HARMAT ENTERPRISE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-04-18,Manipur,1000000,400000,74999,Other business activities,"PISHUMTHONG NONGTHOMBAM LEIRAK NEAR IRABOT STATUE IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,NAMARJEETE@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2018PTC013665,IWAARI MEDIA AND ENTERTAINMENT PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,09-05-18,Manipur,100000,100000,74999,Other business activities,"House No 204, BPR-W/11, Ngaikhong Khullen Road, Bishnupur Mamang Leikai BISHNUPUR , Bishnupur Unclassified MN 795126",RoC-Shillong,shamtom2222@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013672,SANGLENMAPAN AUTOMOBILES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-18,Manipur,500000,500000,74999,Other business activities,"C/O Thokchom Shyamkishor Singh,Khangabok Cherapur Khunou ,Leikai Part -III THOUBAL , Thoubal Unclassified MN 795138",RoC-Shillong,sunilthokcom@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013673,YELHOUMEE ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-05-18,Manipur,100000,100000,74999,Other business activities,"C/O NINGTHOUJAM TOMBA SINGH S/ONINGTHOUJAM BABU SINGH, KHONGHAMPAT MANTRI LEIKAI IMPHAL , West Imphal Unclassified MN 795002",RoC-Shillong,LEGALRAASTACLIENTS@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2018PTC013679,KANGLASHA SERVICE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-05-18,Manipur,400000,400000,74999,Other business activities,"C/o Yumnam Shyamkishwor Singh Chingamathak Pishum Leirak,Nr Hao Ground P.O IMPHAL, P.S:SINGJAMEI , West Imphal Unclassified MN 795001",RoC-Shillong,fc.kanglasha@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013680,CHAJING UNIFIED FIVE STAR SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-06-18,Manipur,1000000,100000,74999,Other business activities,"C/o Soibam Boinao Singh, 19 Soibam House Lilong Chajing, Mairenkhong Leikai, IMPHAL , West Imphal Unclassified MN 795130",RoC-Shillong,chandramani.m@gmail.com,NA,NA,,,
U74999MN2018PTC013682,ZINYOR TECH AND SKILLS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,04-06-18,Manipur,1000000,100000,74999,Other business activities,"SOUTH OF PG PETROLEUM, NEAR VISHAL MART CHINGMEIRONG EAST, IMPHAL EAST I, IMPHAL , East Imphal Unclassified MN 795010",RoC-Shillong,YENGKHOM.666@GMAIL.COM,NA,NA,,,
U74999MN2018PTC013683,KAZOK LOOMS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-06-18,Manipur,100000,100000,74999,Other business activities,"450 Viewland Zone II UKHRUL , Ukhrul Unclassified MN 795142",RoC-Shillong,mca21.mis@gmail.com,NA,NA,,,
U74999MN2018PTC013687,GURUARIBAM DHAKA SHARMA CONSTRUCTIONMATERIALS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,12-06-18,Manipur,500000,500000,74999,Other business activities,"C/o Guruaribam Gouranityai Sharma Brahmapur Guruaribam Lekai IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,pcsvaibhavgarg@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013689,THANGVUNG PRIVILEGE SERVICES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,13-06-18,Manipur,1000000,100100,74999,Other business activities,"HOUSE NO. 4 LEISANG CHURACHANDPUR MANIPUR CHURACHANDPUR , Churachandpur Unclassified MN 795128",RoC-Shillong,lianthangvung11@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013691,DOCXUS CONSULT PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-06-18,Manipur,1000000,100000,74999,Other business activities,"IED-III 1-EC-14/2, UCHEKON KHUNOU IMPHAL , East Imphal Unclassified MN 795008",RoC-Shillong,sonilyngdoh@gmail.com,NA,NA,,,
U74999MN2018PTC013693,TOMTHINNGANBA ENTERPRISE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-06-18,Manipur,500000,500000,74999,Other business activities,"MAYAIKOIBI NINGTHOUJAM LEIKAI KHAPLANBA LEIRAK IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,pcsvaibhavgarg@gmail.com,31-03-19,31-03-20,,,
U74999MN2018PTC013698,WIGISTIC VENTURES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-06-18,Manipur,100000,100000,74999,Other business activities,"8117,18-8-35 Yelang Leikai IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,foodwifihomedelivery@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013703,NORWEST NAWA ENTERPRISES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,02-07-18,Manipur,100000,100000,74999,Other business activities,"SENAPATI BAZAAR STAR COMPLEX SENAPATI , Senapati Unclassified MN 795106",RoC-Shillong,KEVIN.NASH04@GMAIL.COM,NA,NA,,,
U74999MN2018PTC013704,PICASOID HEALTH TECHNOLOGY PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,02-07-18,Manipur,200000,100000,74999,Other business activities,"47 Leimapokpam House Haoreibi Awang Leikai,Haorebi Road, MANIPUR , West Imphal Unclassified MN 795009",RoC-Shillong,cspuinachandra@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013711,CHUMTHANG SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,17-07-18,Manipur,100000,100000,74999,Other business activities,"C/O- SHRI THOKCHOM YAIMA SINGH ,WANGKHEI THANGAPAT ,MAPAL, IMPHAL EAST IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,chumthangsolutions@gmail.com,NA,NA,,,
U74999MN2018PTC013713,LAMJINGBA TIMES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,18-07-18,Manipur,1000000,100000,74999,Other business activities,"C/O KONGKHAM BUNGBUNG SINGH IED-II, C-4-68/1, NAGAMAPAL RIMS ROAD NEAR NITYANANDA MANDIR , West Imphal Unclassified MN 795001",RoC-Shillong,lamjingbafoundation@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013714,THOUGAL EVENT SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,19-07-18,Manipur,100000,100000,74999,Other business activities,"0/4 TOP KHONGNANG MAKHONG POROMPAT BARUNI ROAD IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,bipurk22@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013716,LUHOU PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,03-08-18,Manipur,100000,100000,74999,Other business activities,"9947, 25-B -193 HAOBAM MARAK CHINTHAM LEIKAI IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,vinoohhoo@gmail.com,NA,NA,,,
U74999MN2018PTC013722,CHISHI ADVERTISING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,23-08-18,Manipur,1000000,100000,74999,Other business activities,"Wangkhei Ningthem Pukhri Mapal Porompat Sub - Division IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,wanglenkh@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013724,ADDBLE SOLUTIONS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,27-08-18,Manipur,1000000,1000000,74999,Other business activities,"BIR TIKENDRAJIT MEMORIAL COMPLEX LAMSANG SUB DIVISION IMPHAL , West Imphal Unclassified MN 795146",RoC-Shillong,yaikhomba@addble.com,31-03-20,31-03-20,,,
U74999MN2018PTC013726,KUROLAB PHARMA PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-08-18,Manipur,100000,50000,74999,Other business activities,"15-B- 10/7 KEISHAMTHONG MOIRANG NINGTHOU IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,lupin_anil@rediffmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013729,NINGTHOUCHA DEVELOPERS AND PROJECTSPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-08-18,Manipur,1000000,100000,74999,Other business activities,"KHURAI CHINGANGBAM LEIKAI TINSIT ROAD IMPHAL , West Imphal Unclassified MN 795010",RoC-Shillong,NINGTHOICHADEVELOPER@GMAIL.COM,31-03-19,31-03-19,,,
U74999MN2018PTC013732,KOMBIREI CREATIVE ENTERPRISES PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,10-09-18,Manipur,1000000,100000,74999,Other business activities,"C/o PANGABAM KUNJABIHARI SINGH Wangkhei Ningthem Pukhri Imphal , West Imphal Unclassified MN 795001",RoC-Shillong,joyremba@yahoo.com,31-03-20,31-03-20,,,
U74999MN2018PTC013745,MAZZDA EARTHMOVERS & LEASING PRIVATELIMITED,Dormant under section 455,Private,Company limited by Shares,Non-govt company,29-09-18,Manipur,100000,100000,74999,Other business activities,"FLAT NO.1 FIRST FLOOR, VIEW LANE COLONY NEAR NEPALI GORKHA BAPTIST CHURCH, SENAPATI , Senapati Unclassified MN 795106",RoC-Shillong,hitendravithlani@gmail.com,NA,NA,,,
U74999MN2018PTC013747,MAMI TAIBANG MEDIA AND ENTERTAINMENTPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-09-18,Manipur,100000,100000,74999,Other business activities,"WAITHOU BAZAR HOUSE NO.54 THOUBAL , Thoubal Unclassified MN 795130",RoC-Shillong,AKOIJAMSDS@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2018PTC013751,HAYUM MANAGEMENT CONSULTING PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,01-10-18,Manipur,1000000,100000,74999,Other business activities,"SAGOLBAN WAHENGBAM LEIKAI P.O. IMPHAL P.S. IMPHAL WEST , West Imphal Unclassified MN 795010",RoC-Shillong,SUMONLYL@GMAIL.COM,NA,NA,,,
U74999MN2018PTC013754,MANIGREEN APPLIANCES PRIVATE LIMITED,Strike Off,Private,Company limited by Shares,Non-govt company,09-10-18,Manipur,100000,100000,74999,Other business activities,"Heigru Makhong,Khurai Konsam Leikai, House No 170, IMPHAL EAST , East Imphal Unclassified MN 795010",RoC-Shillong,lingkankonsam@gmail.com,31-03-19,31-03-19,,,
U74999MN2018PTC013758,LEIKA INFRASTRUCTURE PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,25-10-18,Manipur,100000,100000,74999,Other business activities,"C/o Md. Abdul Karim Khan, Sangaiyumpham, Nungphou Bazar,Po Wangjing, Thoubal dist IMPHAL , East Imphal Unclassified MN 795148",RoC-Shillong,leikainfra@gmail.com,NA,NA,,,
U74999MN2018PTC013762,FAIHENG TECHNOLOGIES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,29-10-18,Manipur,500000,10000,74999,Other business activities,"HOUSE NO 18 1ST STREET NEW LAMBULANE, CHECKON IMPHAL , East Imphal Unclassified MN 795005",RoC-Shillong,davidfaiheng777@gmail.com,31-03-20,31-03-20,,,
U74999MN2018PTC013764,DAFFODIL LOGISTICS PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,31-10-18,Manipur,100000,20000,74999,Other business activities,"H NO 145 KHANGSHIM VILLAGE PO KAKCHING CHANDEL IMPHAL , Chandel Unclassified MN 795103",RoC-Shillong,johnchetry@gmail.com,NA,NA,,,
U74999MN2018PTC013767,STARTLINE FINCOM PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,05-11-18,Manipur,1000000,200000,74999,Other business activities,"C/O. Mahabir Rai,House No-2,Plot No.-11, MAJORKHUL ROAD/OPP- TVS SHOWROOM IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,caprashantrajesh@gmail.com,NA,NA,,,
U74999MN2018PTC013774,SSRG ADVISORY SERVICES PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,30-11-18,Manipur,1000000,100000,74999,Other business activities,"19230, 9-L-43/6, KHUYATHONG SANI MANDIR IMPHAL IMPHAL , East Imphal Unclassified MN 795001",RoC-Shillong,skrsunilkumarrai@gmail.com,NA,NA,,,
U74999MN2018PTC013777,RESOURCEFUL REINCARNATION PRIVATELIMITED,Active,Private,Company limited by Shares,Non-govt company,04-12-18,Manipur,100000,100000,74999,Other business activities,"88/A, SAGOLBAND TERA, LUKRAM LEIRAK NC ROAD, COMMUNITY HALL WEST IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,rockylukram@gmail.com,NA,NA,,,
U74999MN2019OPC013972,ROBUKA MANAGEMENT (OPC) PRIVATE LIMITED,Active,Private(One Person Company),Company limited by Shares,Non-govt company,07-11-19,Manipur,1000000,100000,74999,Other business activities,"21/A, SAGOLBAND TERA LUKRAM LEIRAK, NC ROAD LOCAL CLUB TERA, IMPHAL , West Imphal Unclassified MN 795001",RoC-Shillong,client@legalraasta.com,31-03-20,31-03-20,,,
U74999MN2019PTC013790,KUNJA CONSULTANT AND MANAGEMENT SERVICESPRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,07-01-19,Manipur,1000000,100000,74999,Other business activities,"MUTUM PHIBOU MAKHA LEIKAI PO WANGOI IMPHAL WEST , West Imphal Unclassified MN 795009",RoC-Shillong,KUNJACMSPL@GMAIL.COM,31-03-20,31-03-20,,,
U74999MN2019PTC013795,IRAMDAM MANUFACTURING PRIVATE LIMITED,Active,Private,Company limited by Shares,Non-govt company,14-01-19,Manipur,1000000,100000,74999,Other business activities,"KADANGBAND PART 1, IMPHAL WEST 1 P.O/P.S LAMSANG, U K ROAD, SINGDA IMPHAL WEST , West Imphal Unclassified MN 795146",RoC-Shillong,SOIBAMBUSINESS@GMAIL.COM,NA,NA,,,
